,lat,lon,months_open,num_items_sold,state_pop
1309,36.750789,-108.360519,3,4,2085572.0
1310,36.752,-82.4157,5,10,8326289.0
1311,36.752006,-77.853212,3,9,8326289.0
1312,36.753732,-90.393621,12,8,6063589.0
1313,36.754128,-90.395645,6,11,6063589.0
1314,36.756654,-76.007506,3,10,8326289.0
1315,36.757911,-119.799153,12,7,38802500.0
1316,36.76317,-78.92836,12,17,8326289.0
1317,36.774926,-108.70895,1,2,2085572.0
1318,36.776811,-76.091095,12,27,8326289.0
1319,36.788716,-85.372124,7,16,4413457.0
1320,36.790892,-81.771026,7,17,8326289.0
1321,36.79557,-97.28256,6,6,3878051.0
1322,36.80295,-81.676633,7,11,8326289.0
1323,36.805417,-93.466676,7,12,6063589.0
1324,36.809325,-87.151925,7,11,4413457.0
1325,36.809761,-119.791041,12,15,38802500.0
1326,36.827899,-107.989096,4,8,2085572.0
1327,36.832647,-81.518052,6,19,8326289.0
1328,36.833703,-87.47376,5,3,4413457.0
1329,36.835299,-76.300908,6,16,8326289.0
1330,36.841885,-76.135361,3,11,8326289.0
1331,36.842243,-76.135642,3,4,8326289.0
1332,36.843017,-119.781524,9,14,38802500.0
1333,36.845056,-83.322494,5,13,4413457.0
1334,36.851461,-121.402084,5,19,38802500.0
1335,36.862713,-87.83619,6,14,4413457.0
1336,36.864529,-79.403628,6,16,8326289.0
1337,36.865,-86.8868,6,10,4413457.0
1338,36.865923,-87.489238,7,16,4413457.0
1339,36.868181,-82.775245,6,15,8326289.0
1340,36.8698,-94.3694,6,9,6063589.0
1341,36.869974,-76.279675,12,19,8326289.0
1342,36.8767,-89.5887,8,12,6063589.0
1343,36.878838,-94.880196,6,14,3878051.0
1344,36.880682,-89.929811,6,11,6063589.0
1345,36.893894,-81.276261,3,11,8326289.0
1346,36.902048,-104.438228,3,8,2085572.0
1347,36.909823,-82.707138,6,13,8326289.0
1348,36.910581,-93.925624,5,8,6063589.0
1349,36.910605,-80.319831,7,23,8326289.0
1350,36.912352,-76.305582,6,19,8326289.0
1351,36.918993,-78.021331,4,3,8326289.0
1352,36.938575,-93.436992,7,2,6063589.0
1353,36.94864,-81.083368,12,16,8326289.0
1354,36.948869,-93.720112,6,14,6063589.0
1355,36.948908,-93.720187,7,12,6063589.0
1356,36.951999,-92.660446,7,6,6063589.0
1357,36.9598,-122.057,12,20,38802500.0
1358,36.960554,-120.06073,3,5,38802500.0
1359,36.963641,-121.990419,12,21,38802500.0
1360,36.965774,-86.46585,12,22,4413457.0
1361,36.968788,-86.433927,9,16,4413457.0
1362,36.970302,-93.717404,4,6,6063589.0
1363,36.972476,-122.027037,12,21,38802500.0
1364,36.976861,-85.609732,7,15,4413457.0
1365,36.976874,-82.578257,5,12,8326289.0
1366,36.981723,-76.631282,7,19,8326289.0
1367,36.987276,-121.927039,12,17,38802500.0
1368,36.987276,-121.927039,12,20,38802500.0
1369,36.987276,-121.927039,5,10,38802500.0
1370,36.987276,-121.927039,5,13,38802500.0
1371,36.992413,-91.703172,5,12,6063589.0
1372,36.99598,-85.912733,7,17,4413457.0
1373,36.99604,-85.91528,6,14,4413457.0
1374,36.99808,-86.427999,8,17,4413457.0
1375,37.0009,-80.7422,6,10,8326289.0
1376,37.006,-121.568,6,10,38802500.0
1377,37.010087,-85.944647,6,15,4413457.0
1378,37.02037,-93.205114,6,13,6063589.0
1379,37.022306,-93.220776,7,11,6063589.0
1380,37.0388,-100.922,3,4,2904021.0
1381,37.041273,-76.291807,7,16,8326289.0
1382,37.044882,-76.392022,8,15,8326289.0
1383,37.045874,-80.779289,4,15,8326289.0
1384,37.04661,-112.5267,8,11,2942902.0
1385,37.048109,-122.073815,6,19,38802500.0
1386,37.050323,-122.028204,8,17,38802500.0
1387,37.052506,-100.921124,6,16,2904021.0
1388,37.052688,-94.526846,6,9,6063589.0
1389,37.056793,-120.846041,4,8,38802500.0
1390,37.062506,-76.493382,9,15,8326289.0
1391,37.071983,-88.966491,6,4,4413457.0
1392,37.077437,-78.008079,6,11,8326289.0
1393,37.083812,-76.487492,5,17,8326289.0
1394,37.090156,-88.5965,7,22,4413457.0
1395,37.091712,-84.603941,4,19,4413457.0
1396,37.100871,-81.115074,5,10,8326289.0
1397,37.103047,-85.306008,7,17,4413457.0
1398,37.103667,-93.81854,6,14,6063589.0
1399,37.110298,-113.583355,6,13,2942902.0
1400,37.116789,-82.825485,5,20,4413457.0
1401,37.123768,-92.096349,8,6,6063589.0
1402,37.12467,-81.48488,6,13,8326289.0
1403,37.125662,-84.081006,6,13,4413457.0
1404,37.12877,-80.410187,6,20,8326289.0
1405,37.12978,-121.652208,12,21,38802500.0
1406,37.13369,-81.494013,4,0,8326289.0
1407,37.136365,-93.255076,12,22,6063589.0
1408,37.14002,-94.462033,6,17,6063589.0
1409,37.141092,-80.557664,6,10,8326289.0
1410,37.141409,-85.967205,4,8,4413457.0
1411,37.147371,-92.255957,6,8,6063589.0
1412,37.1521,-98.038,5,6,2904021.0
1413,37.159872,-93.263326,7,19,6063589.0
1414,37.165695,-104.504761,5,17,5355866.0
1415,37.167,-80.2558,6,8,8326289.0
1416,37.167703,-94.313535,5,11,6063589.0
1417,37.171861,-94.831459,5,17,2904021.0
1418,37.181501,-113.004938,6,16,2942902.0
1419,37.207987,-93.260549,6,0,6063589.0
1420,37.209328,-121.846216,12,7,38802500.0
1421,37.215805,-80.400238,8,20,8326289.0
1422,37.222242,-121.983407,12,13,38802500.0
1423,37.2243,-95.707,6,11,2904021.0
1424,37.224441,-77.287352,6,12,8326289.0
1425,37.225579,-107.602898,5,16,5355866.0
1426,37.229248,-80.414503,3,22,8326289.0
1427,37.229703,-93.290096,7,14,6063589.0
1428,37.23366,-77.403683,6,22,8326289.0
1429,37.23708,-121.801096,12,14,38802500.0
1430,37.238105,-76.508206,6,23,8326289.0
1431,37.240455,-121.800143,12,9,38802500.0
1432,37.243501,-85.483277,7,12,4413457.0
1433,37.247156,-96.997999,5,15,2904021.0
1434,37.250927,-92.510212,5,7,6063589.0
1435,37.251613,-81.27162,6,16,8326289.0
1436,37.256325,-121.860023,12,21,38802500.0
1437,37.261812,-121.931413,5,18,38802500.0
1438,37.264228,-122.011452,12,22,38802500.0
1439,37.264872,-79.977892,8,26,8326289.0
1440,37.265694,-77.412031,12,19,8326289.0
1441,37.269455,-107.050777,4,1,5355866.0
1442,37.270942,-76.706674,8,22,8326289.0
1443,37.273063,-107.882758,5,23,5355866.0
1444,37.276249,-85.888994,7,10,4413457.0
1445,37.276857,-83.206353,6,16,4413457.0
1446,37.27783,-79.958472,12,27,8326289.0
1447,37.280331,-79.898891,8,15,8326289.0
1448,37.286706,-98.024686,4,7,2904021.0
1449,37.2871,-121.944,12,18,38802500.0
1450,37.290617,-120.480453,12,12,38802500.0
1451,37.292997,-80.058606,9,16,8326289.0
1452,37.29629,-89.569613,8,17,6063589.0
1453,37.30093,-120.484427,12,12,38802500.0
1454,37.301953,-89.97968,7,14,6063589.0
1455,37.302699,-89.519874,6,19,6063589.0
1456,37.304001,-78.392913,7,17,8326289.0
1457,37.30495,-121.826926,5,5,38802500.0
1458,37.307303,-121.900452,5,22,38802500.0
1459,37.312869,-121.932881,7,3,38802500.0
1460,37.313921,-121.773943,12,8,38802500.0
1461,37.324295,-122.015853,12,12,38802500.0
1462,37.325145,-81.313467,5,9,1850326.0
1463,37.326041,-80.719213,6,16,8326289.0
1464,37.326454,-91.957181,8,16,6063589.0
1465,37.332045,-121.913279,4,4,38802500.0
1466,37.333754,-79.524768,6,19,8326289.0
1467,37.335089,-121.892862,7,13,38802500.0
1468,37.33542,-92.920421,6,12,6063589.0
1469,37.336359,-121.998571,12,10,38802500.0
1470,37.33813,-79.561497,7,12,8326289.0
1471,37.339553,-95.259514,7,14,2904021.0
1472,37.342604,-77.980548,6,17,8326289.0
1473,37.342978,-121.877095,7,10,38802500.0
1474,37.34488,-122.0061,12,5,38802500.0
1475,37.3449,-121.876415,4,4,38802500.0
1476,37.347995,-121.94642,12,17,38802500.0
1477,37.348444,-108.587634,5,16,5355866.0
1478,37.350811,-121.844276,4,2,38802500.0
1479,37.353163,-78.826597,4,13,8326289.0
1480,37.353215,-78.826847,6,12,8326289.0
1481,37.35376,-120.6299,12,8,38802500.0
1482,37.358857,-77.447348,6,9,8326289.0
1483,37.362109,-118.39743,5,8,38802500.0
1484,37.36437,-79.285443,7,21,8326289.0
1485,37.36777,-121.833288,12,11,38802500.0
1486,37.371393,-122.007238,12,18,38802500.0
1487,37.376728,-77.504419,5,13,8326289.0
1488,37.377814,-89.665973,5,12,6063589.0
1489,37.379176,-122.117355,5,21,38802500.0
1490,37.3814,-76.8075,12,18,8326289.0
1491,37.3828,-89.6671,7,12,6063589.0
1492,37.383501,-80.106848,6,12,8326289.0
1493,37.3837,-93.150849,6,13,6063589.0
1494,37.393579,-122.074677,12,22,38802500.0
1495,37.400207,-86.870931,6,13,4413457.0
1496,37.40204,-121.847368,12,11,38802500.0
1497,37.404409,-122.139744,8,5,38802500.0
1498,37.409066,-94.704817,8,11,2904021.0
1499,37.411585,-79.140195,12,26,8326289.0
1500,37.41196,-121.896894,7,12,38802500.0
1501,37.414172,-122.125309,12,18,38802500.0
1502,37.417409,-79.913375,6,19,8326289.0
1503,37.423101,-77.636606,6,16,8326289.0
1504,37.431827,-121.895351,12,13,38802500.0
1505,37.433534,-76.321591,7,14,8326289.0
1506,37.445255,-122.159051,8,20,38802500.0
1507,37.450822,-122.1841,12,19,38802500.0
1508,37.459637,-88.880917,8,10,12880580.0
1509,37.465552,-122.43288,8,23,38802500.0
1510,37.466122,-121.142579,6,14,38802500.0
1511,37.468359,-105.865236,4,15,5355866.0
1512,37.471116,-122.133856,9,2,38802500.0
1513,37.472271,-77.335062,5,6,8326289.0
1514,37.475304,-83.666923,5,0,4413457.0
1515,37.47559,-87.951651,12,7,4413457.0
1516,37.483557,-77.479779,6,13,8326289.0
1517,37.484163,-82.516149,6,19,4413457.0
1518,37.48441,-119.9664,6,9,38802500.0
1519,37.486692,-122.232387,8,13,38802500.0
1520,37.48899,-122.222647,7,4,38802500.0
1521,37.492757,-87.127041,3,3,4413457.0
1522,37.495628,-94.274619,8,13,6063589.0
1523,37.507573,-77.609299,6,12,8326289.0
1524,37.518818,-122.273595,12,11,38802500.0
1525,37.520934,-77.476572,6,24,8326289.0
1526,37.522266,-77.817293,6,20,8326289.0
1527,37.525175,-84.626341,5,3,4413457.0
1528,37.525397,-121.998246,12,20,38802500.0
1529,37.532943,-121.963587,12,13,38802500.0
1530,37.533092,-122.337849,12,24,38802500.0
1531,37.534045,-77.433551,6,17,8326289.0
1532,37.535287,-83.347971,6,12,4413457.0
1533,37.542026,-77.453933,6,15,8326289.0
1534,37.543848,-122.309607,6,7,38802500.0
1535,37.548332,-97.266153,5,11,2904021.0
1536,37.551978,-121.975043,12,5,38802500.0
1537,37.55369,-77.482639,7,15,8326289.0
1538,37.558672,-122.266792,6,2,38802500.0
1539,37.563821,-90.292706,6,6,6063589.0
1540,37.563822,-90.292707,6,4,6063589.0
1541,37.564096,-97.35111,4,9,2904021.0
1542,37.568211,-84.297477,7,20,4413457.0
1543,37.56926,-85.255667,6,13,4413457.0
1544,37.573516,-77.522305,6,22,8326289.0
1545,37.58014,-106.145805,3,7,5355866.0
1546,37.583311,-79.048573,5,20,8326289.0
1547,37.588312,-80.547387,12,20,1850326.0
1548,37.594511,-90.627862,6,12,6063589.0
1549,37.596486,-122.078206,12,4,38802500.0
1550,37.6002,-122.391,12,8,38802500.0
1551,37.600391,-104.831846,5,2,5355866.0
1552,37.60529,-93.43473,6,14,6063589.0
1553,37.605676,-122.083235,12,4,38802500.0
1554,37.609335,-122.495184,8,21,38802500.0
1555,37.610356,-120.987802,10,23,38802500.0
1556,37.614516,-77.471093,12,18,8326289.0
1557,37.614945,-77.470522,12,24,8326289.0
1558,37.61666,-114.5149,8,7,2839099.0
1559,37.620849,-96.234365,10,7,2904021.0
1560,37.62369,-104.7809,3,15,5355866.0
1561,37.62912,-97.781571,6,8,2904021.0
1562,37.629239,-79.452075,4,8,8326289.0
1563,37.630018,-89.504727,9,9,12880580.0
1564,37.630605,-122.094966,12,5,38802500.0
1565,37.635853,-122.418844,7,13,38802500.0
1566,37.642482,-93.089763,8,11,6063589.0
1567,37.644295,-91.536265,6,16,6063589.0
1568,37.649455,-84.76682,7,16,4413457.0
1569,37.654723,-122.427016,6,6,38802500.0
1570,37.658606,-95.45264,7,7,2904021.0
1571,37.658875,-122.43948,6,5,38802500.0
1572,37.659491,-121.876419,12,15,38802500.0
1573,37.66735,-77.501406,6,25,8326289.0
1574,37.669031,-106.642951,3,10,5355866.0
1575,37.671385,-122.084962,12,17,38802500.0
1576,37.671905,-77.685336,6,25,8326289.0
1577,37.672436,-82.276762,6,5,1850326.0
1578,37.674302,-122.47041,12,19,38802500.0
1579,37.6781,-85.8894,6,19,4413457.0
1580,37.679456,-113.063291,4,15,2942902.0
1581,37.679541,-121.768545,6,12,38802500.0
1582,37.680144,-92.662683,7,15,6063589.0
1583,37.68166,-97.346623,6,11,2904021.0
1584,37.681794,-95.450483,5,14,2904021.0
1585,37.682601,-121.772049,12,6,38802500.0
1586,37.6838,-85.2227,6,13,4413457.0
1587,37.684771,-122.402383,12,8,38802500.0
1588,37.686211,-97.280894,6,6,2904021.0
1589,37.687957,-97.327542,6,16,2904021.0
1590,37.692556,-122.073939,6,18,38802500.0
1591,37.693294,-85.85819,12,15,4413457.0
1592,37.696839,-83.515101,6,3,4413457.0
1593,37.699238,-77.410676,6,17,8326289.0
1594,37.701641,-82.751824,6,21,4413457.0
1595,37.702082,-122.125166,12,19,38802500.0
1596,37.712092,-75.749976,6,18,8326289.0
1597,37.72235,-122.153614,7,15,38802500.0
1598,37.722685,-97.425572,7,21,2904021.0
1599,37.722703,-97.242456,6,19,2904021.0
1600,37.725,-77.0231,5,10,8326289.0
1601,37.727425,-89.21672,2,14,12880580.0
1602,37.728892,-89.242743,8,22,12880580.0
1603,37.729789,-88.956925,6,5,12880580.0
1604,37.730057,-122.478978,12,22,38802500.0
1605,37.730232,-89.243412,8,20,12880580.0
1606,37.732749,-120.952761,5,9,38802500.0
1607,37.733595,-122.433073,9,7,38802500.0
1608,37.737345,-122.408598,12,13,38802500.0
1609,37.738328,-121.426885,6,13,38802500.0
1610,37.740096,-78.056357,4,6,8326289.0
1611,37.753654,-92.117534,7,18,6063589.0
1612,37.75425,-84.847281,6,12,4413457.0
1613,37.755668,-122.414942,9,16,38802500.0
1614,37.758739,-77.483393,7,15,8326289.0
1615,37.761633,-89.095689,6,17,12880580.0
1616,37.763636,-122.465774,12,15,38802500.0
1617,37.763986,-122.457754,12,3,38802500.0
1618,37.764207,-89.335786,6,13,12880580.0
1619,37.764428,-122.433102,10,17,38802500.0
1620,37.768248,-122.453329,7,7,38802500.0
1621,37.768709,-122.39047,12,13,38802500.0
1622,37.770324,-111.600279,4,10,2942902.0
1623,37.7737,-80.4612,6,6,1850326.0
1624,37.774248,-122.276762,12,11,38802500.0
1625,37.775871,-122.223639,12,0,38802500.0
1626,37.775935,-122.438013,12,16,38802500.0
1627,37.775973,-122.438476,12,13,38802500.0
1628,37.779968,-122.413932,12,21,38802500.0
1629,37.78118,-122.503088,6,2,38802500.0
1630,37.78176,-122.503942,12,8,38802500.0
1631,37.78189,-90.407528,7,14,6063589.0
1632,37.782694,-122.442934,12,6,38802500.0
1633,37.783062,-122.460989,12,21,38802500.0
1634,37.783312,-122.432748,12,16,38802500.0
1635,37.78334,-105.165554,6,15,5355866.0
1636,37.784937,-79.443159,8,16,8326289.0
1637,37.785046,-122.395785,5,4,38802500.0
1638,37.78625,-122.404883,6,9,38802500.0
1639,37.789216,-122.402784,12,10,38802500.0
1640,37.79351,-79.99436,6,10,8326289.0
1641,37.794394,-122.274453,12,22,38802500.0
1642,37.794864,-80.299791,1,12,1850326.0
1643,37.79557,-122.393321,12,21,38802500.0
1644,37.79774,-121.21985,3,12,38802500.0
1645,37.7983,-78.4953,6,12,8326289.0
1646,37.800527,-122.410913,12,9,38802500.0
1647,37.800849,-80.443128,7,19,1850326.0
1648,37.800874,-122.273257,12,18,38802500.0
1649,37.806208,-89.027506,6,17,12880580.0
1650,37.806214,-122.431302,12,21,38802500.0
1651,37.806665,-79.42302,6,20,8326289.0
1652,37.807953,-82.798011,4,5,4413457.0
1653,37.810079,-85.465096,6,13,4413457.0
1654,37.810193,-85.981328,11,9,4413457.0
1655,37.810544,-122.247841,12,25,38802500.0
1656,37.816439,-89.228629,5,11,12880580.0
1657,37.817557,-81.190601,1,13,1850326.0
1658,37.81825,-96.280037,3,16,2904021.0
1659,37.819004,-95.435424,5,8,2904021.0
1660,37.821114,-122.000614,12,20,38802500.0
1661,37.824623,-122.256517,12,6,38802500.0
1662,37.826231,-122.210535,12,14,38802500.0
1663,37.832819,-92.201622,12,18,6063589.0
1664,37.834983,-122.127796,12,20,38802500.0
1665,37.838857,-122.26179,5,9,38802500.0
1666,37.839487,-122.260368,12,18,38802500.0
1667,37.842394,-94.704948,6,14,2904021.0
1668,37.843772,-94.340102,6,13,6063589.0
1669,37.843821,-122.276759,12,7,38802500.0
1670,37.847761,-122.271922,12,20,38802500.0
1671,37.852344,-106.926949,5,14,5355866.0
1672,37.856984,-92.40434,4,13,6063589.0
1673,37.860929,-94.011533,7,15,6063589.0
1674,37.869263,-78.29331,7,14,8326289.0
1675,37.869692,-122.272792,12,24,38802500.0
1676,37.873323,-122.45628,5,21,38802500.0
1677,37.880235,-122.269242,12,18,38802500.0
1678,37.89156,-78.87131,8,19,8326289.0
1679,37.8918,-122.118,5,7,38802500.0
1680,37.896668,-98.178852,4,18,2904021.0
1681,37.899494,-122.060897,12,5,38802500.0
1682,37.902616,-122.063552,1,20,38802500.0
1683,37.9167,-76.473143,8,15,8326289.0
1684,37.918535,-99.419852,5,4,2904021.0
1685,37.919316,-93.310538,7,11,6063589.0
1686,37.921806,-95.403438,7,17,2904021.0
1687,37.922004,-91.780263,6,13,6063589.0
1688,37.925413,-76.85913,8,16,8326289.0
1689,37.926258,-122.385099,5,6,38802500.0
1690,37.927966,-122.02749,12,22,38802500.0
1691,37.932622,-121.694821,9,17,38802500.0
1692,37.932654,-114.450808,5,8,2839099.0
1693,37.932825,-75.373449,7,12,8326289.0
1694,37.934379,-75.480169,6,15,8326289.0
1695,37.934822,-87.884274,4,7,6596855.0
1696,37.936824,-122.357136,7,6,38802500.0
1697,37.936843,-107.813086,5,20,5355866.0
1698,37.936908,-107.846111,3,12,5355866.0
1699,37.937305,-122.346713,12,10,38802500.0
1700,37.941034,-121.935793,5,10,38802500.0
1701,37.944042,-87.405321,5,17,6596855.0
1702,37.94802,-122.062264,7,9,38802500.0
1703,37.95036,-91.761915,5,16,6063589.0
1704,37.950864,-121.287228,12,8,38802500.0
1705,37.9517,-86.769,12,3,6596855.0
1706,37.951898,-121.775795,7,9,38802500.0
1707,37.953072,-121.287689,6,11,38802500.0
1708,37.958605,-122.341161,4,8,38802500.0
1709,37.96362,-87.50396,4,10,6596855.0
1710,37.973265,-122.529477,6,18,38802500.0
1711,37.975361,-81.143239,5,16,1850326.0
1712,37.977254,-100.853207,4,11,2904021.0
1713,37.977784,-122.033994,12,11,38802500.0
1714,37.978811,-121.359464,5,3,38802500.0
1715,37.980389,-87.594789,4,22,6596855.0
1716,37.98303,-101.746863,4,13,2904021.0
1717,37.983663,-91.611405,6,14,6063589.0
1718,37.983664,-120.381662,6,19,38802500.0
1719,37.985729,-122.58998,5,26,38802500.0
1720,37.992504,-86.166849,6,16,4413457.0
1721,37.993544,-87.586443,5,17,6596855.0
1722,37.996158,-84.174459,6,12,4413457.0
1723,37.99749,-121.308548,8,12,38802500.0
1724,37.998052,-122.531204,12,27,38802500.0
1725,38.001164,-79.833811,4,18,8326289.0
1726,38.001229,-122.534505,12,22,38802500.0
1727,38.001426,-121.318491,6,3,38802500.0
1728,38.002859,-122.533581,12,25,38802500.0
1729,38.005198,-122.263276,6,16,38802500.0
1730,38.005255,-122.28963,12,8,38802500.0
1731,38.012166,-77.907787,6,17,8326289.0
1732,38.014459,-84.419562,7,15,4413457.0
1733,38.015071,-92.734734,6,6,6063589.0
1734,38.016553,-84.555073,10,14,4413457.0
1735,38.016661,-77.518506,5,14,8326289.0
1736,38.017364,-122.136464,12,13,38802500.0
1737,38.017474,-84.526223,7,15,4413457.0
1738,38.027678,-78.465092,5,14,8326289.0
1739,38.029395,-120.410011,12,24,38802500.0
1740,38.029581,-78.481654,8,23,8326289.0
1741,38.031197,-121.883895,12,8,38802500.0
1742,38.031435,-85.343379,7,11,4413457.0
1743,38.033046,-97.941149,5,15,2904021.0
1744,38.033059,-122.539671,1,17,38802500.0
1745,38.045455,-83.955288,5,11,4413457.0
1746,38.046026,-84.504009,7,13,4413457.0
1747,38.046215,-122.161188,7,16,38802500.0
1748,38.047972,-84.498121,8,17,4413457.0
1749,38.050019,-87.275516,5,6,6596855.0
1750,38.05177,-77.347563,7,13,8326289.0
1751,38.052905,-84.730569,7,15,4413457.0
1752,38.053887,-84.730001,6,14,4413457.0
1753,38.0545,-97.9339,1,12,2904021.0
1754,38.0561,-81.104507,7,16,1850326.0
1755,38.0571,-121.374,7,9,38802500.0
1756,38.062823,-91.403483,8,15,6063589.0
1757,38.064801,-103.236294,3,5,5355866.0
1758,38.068063,-122.805324,6,14,38802500.0
1759,38.072158,-120.5427,5,14,38802500.0
1760,38.074839,-84.918057,7,14,4413457.0
1761,38.095421,-76.828552,5,9,8326289.0
1762,38.101119,-122.256642,12,14,38802500.0
1763,38.104871,-87.788051,3,10,6596855.0
1764,38.10686,-85.868753,5,9,4413457.0
1765,38.108127,-122.57317,5,21,38802500.0
1766,38.1087,-78.44106,7,16,8326289.0
1767,38.1144,-82.6032,4,8,4413457.0
1768,38.12767,-122.248443,12,10,38802500.0
1769,38.130764,-108.28956,4,12,5355866.0
1770,38.136054,-105.467028,5,12,5355866.0
1771,38.136195,-105.466481,5,13,5355866.0
1772,38.138,-120.469,3,10,38802500.0
1773,38.138877,-83.720326,5,6,4413457.0
1774,38.14368,-90.552274,7,14,6063589.0
1775,38.147889,-79.073882,8,18,8326289.0
1776,38.150041,-84.682324,6,15,4413457.0
1777,38.154469,-91.246208,5,11,6063589.0
1778,38.1545,-78.480913,6,11,8326289.0
1779,38.161445,-92.608413,6,15,6063589.0
1780,38.17685,-75.394638,5,8,5976407.0
1781,38.178432,-85.763805,4,1,4413457.0
1782,38.189911,-85.556914,5,11,4413457.0
1783,38.19243,-79.015829,7,13,8326289.0
1784,38.19521,-95.73878,6,8,2904021.0
1785,38.1973,-92.6417,6,11,6063589.0
1786,38.201858,-84.880146,8,22,4413457.0
1787,38.203065,-75.692582,6,7,5976407.0
1788,38.203765,-97.52482,6,12,2904021.0
1789,38.209748,-86.123779,6,22,6596855.0
1790,38.210331,-91.168592,6,14,6063589.0
1791,38.210476,-84.252587,12,0,4413457.0
1792,38.218723,-90.378689,6,3,6063589.0
1793,38.219738,-77.495901,5,11,8326289.0
1794,38.22237,-86.129079,7,10,6596855.0
1795,38.225492,-85.694272,10,25,4413457.0
1796,38.227531,-85.623039,6,12,4413457.0
1797,38.229066,-85.702387,9,19,4413457.0
1798,38.231796,-122.636797,7,22,38802500.0
1799,38.233365,-122.637103,3,17,38802500.0
1800,38.233858,-78.384143,5,14,8326289.0
1801,38.245525,-85.539297,6,10,4413457.0
1802,38.246362,-85.746144,6,14,4413457.0
1803,38.247929,-76.420927,10,16,5976407.0
1804,38.249225,-122.041901,7,2,38802500.0
1805,38.250833,-76.963269,3,13,8326289.0
1806,38.251544,-85.733185,6,12,4413457.0
1807,38.252053,-93.368229,6,12,6063589.0
1808,38.2535,-122.630985,12,22,38802500.0
1809,38.272747,-85.737895,5,12,6596855.0
1810,38.272937,-85.612424,8,14,4413457.0
1811,38.27678,-77.2028,7,16,8326289.0
1812,38.282916,-122.279588,6,23,38802500.0
1813,38.28495,-85.82095,6,26,6596855.0
1814,38.286558,-90.391476,6,14,6063589.0
1815,38.288886,-85.571963,7,15,4413457.0
1816,38.289243,-77.561255,9,19,8326289.0
1817,38.292177,-122.457808,6,18,38802500.0
1818,38.29863,-86.95513,5,15,6596855.0
1819,38.299219,-111.42089,6,19,2942902.0
1820,38.302011,-77.462549,7,21,8326289.0
1821,38.316619,-122.488963,3,22,38802500.0
1822,38.319056,-85.906999,5,12,6596855.0
1823,38.324634,-76.461245,7,12,5976407.0
1824,38.326544,-122.707298,3,9,38802500.0
1825,38.340529,-75.610099,12,18,5976407.0
1826,38.345796,-97.207616,5,13,2904021.0
1827,38.348364,-92.581576,6,15,6063589.0
1828,38.348802,-120.774102,5,10,38802500.0
1829,38.348802,-120.774102,5,9,38802500.0
1830,38.348802,-120.774102,5,9,38802500.0
1831,38.348942,-90.987401,6,14,6063589.0
1832,38.349309,-122.704432,3,14,38802500.0
1833,38.3511,-86.4432,4,10,6596855.0
1834,38.35216,-86.44318,3,8,6596855.0
1835,38.352367,-91.487223,5,11,6063589.0
1836,38.356577,-121.987744,6,9,38802500.0
1837,38.3569,-82.4527,6,0,1850326.0
1838,38.364588,-98.76396,5,13,2904021.0
1839,38.364878,-75.596859,7,14,5976407.0
1840,38.367031,-78.262053,6,13,8326289.0
1841,38.369198,-85.592488,6,9,4413457.0
1842,38.370276,-77.531572,4,16,8326289.0
1843,38.37133,-97.66446,6,1,2904021.0
1844,38.373708,-97.673908,6,10,2904021.0
1845,38.392481,-105.116544,5,15,5355866.0
1846,38.394415,-84.286594,5,11,4413457.0
1847,38.399257,-75.160072,12,28,5976407.0
1848,38.406767,-96.181233,6,17,2904021.0
1849,38.406804,-122.947509,5,19,38802500.0
1850,38.4076,-85.3796,6,24,4413457.0
1851,38.409646,-79.586195,6,18,8326289.0
1852,38.411133,-82.479326,12,23,1850326.0
1853,38.414943,-77.405596,8,20,8326289.0
1854,38.415174,-77.40721,8,20,8326289.0
1855,38.41755,-79.840089,6,18,1850326.0
1856,38.41755,-79.840089,5,20,1850326.0
1857,38.418226,-80.064302,6,19,1850326.0
1858,38.418994,-122.550344,4,12,38802500.0
1859,38.42373,-121.405,12,11,38802500.0
1860,38.431414,-92.841027,6,12,6063589.0
1861,38.431644,-92.844093,12,9,6063589.0
1862,38.434143,-122.700553,12,26,38802500.0
1863,38.434503,-89.550447,6,12,12880580.0
1864,38.437591,-122.721238,8,16,38802500.0
1865,38.440467,-122.714431,12,18,38802500.0
1866,38.440678,-122.71359,4,19,38802500.0
1867,38.441814,-83.98544,6,12,4413457.0
1868,38.441892,-81.99554,6,10,1850326.0
1869,38.444664,-91.000518,7,11,6063589.0
1870,38.446318,-78.870884,8,25,8326289.0
1871,38.453275,-90.353093,6,19,6063589.0
1872,38.459612,-81.083293,6,7,1850326.0
1873,38.47088,-101.752407,4,5,2904021.0
1874,38.472967,-105.43965,4,18,5355866.0
1875,38.473539,-76.77563,6,14,5976407.0
1876,38.473816,-121.429056,5,10,38802500.0
1877,38.477463,-80.414772,4,8,1850326.0
1878,38.480239,-107.875667,7,21,5355866.0
1879,38.480267,-101.35835,6,8,2904021.0
1880,38.481248,-120.847706,3,11,38802500.0
1881,38.483913,-78.622831,5,18,8326289.0
1882,38.489309,-76.773777,12,10,5976407.0
1883,38.490033,-87.274923,5,18,6596855.0
1884,38.49247,-122.465451,6,25,38802500.0
1885,38.49782,-90.628165,7,20,6063589.0
1886,38.501106,-122.463258,6,10,38802500.0
1887,38.509256,-92.451427,4,12,6063589.0
1888,38.511211,-90.434879,6,15,6063589.0
1889,38.513605,-89.985586,6,10,12880580.0
1890,38.520335,-77.349926,5,6,8326289.0
1891,38.522728,-76.617912,7,13,5976407.0
