,state,lon,lat,months_open,num_items_sold,state_pop,name
2419,Colorado,39.538067,-107.324839,6.0,16.0,5355866.0,
2420,Colorado,39.544562,-105.287244,4.0,14.0,5355866.0,
2421,Colorado,39.54558,-107.324584,4.0,13.0,5355866.0,
2422,Colorado,39.546808,-107.784791,12.0,11.0,5355866.0,
2423,Colorado,39.547082,-104.999648,7.0,24.0,5355866.0,
2424,Illinois,39.548447,-89.295266,7.0,14.0,12880580.0,
2425,Maryland,39.555942,-77.00017,5.0,16.0,5976407.0,
2426,Maryland,39.558494,-76.078226,6.0,11.0,5976407.0,
2427,Kansas,39.560737,-95.119878,6.0,15.0,2904021.0,
2428,New Jersey,39.572153,-75.468051,4.0,12.0,8938175.0,
2429,Colorado,39.585505,-105.025219,5.0,23.0,5355866.0,
2430,Colorado,39.58839,-106.4315,4.0,14.0,5355866.0,
2431,Maryland,39.590849,-76.663797,6.0,22.0,5976407.0,
2432,Colorado,39.591409,-104.989168,5.0,17.0,5355866.0,
2433,Maryland,39.596555,-75.941717,5.0,9.0,5976407.0,
2434,Ohio,39.599908,-84.235857,5.0,20.0,11594163.0,
2435,Utah,39.60108,-110.808804,4.0,11.0,2942902.0,
2436,Colorado,39.601847,-104.958077,6.0,19.0,5355866.0,
2437,Ohio,39.6026,-82.9468,4.0,10.0,11594163.0,
2438,Indiana,39.605345,-85.445144,6.0,12.0,6596855.0,
2439,Nevada,39.606625,-119.239882,3.0,13.0,2839099.0,
2440,Delaware,39.607137,-75.739334,6.0,14.0,935614.0,
2441,Maryland,39.610329,-76.851717,5.0,19.0,5976407.0,
2442,Colorado,39.610856,-105.092671,6.0,25.0,5355866.0,
2443,Indiana,39.612806,-86.37961,5.0,15.0,6596855.0,
2444,Ohio,39.61535,-84.159876,6.0,20.0,11594163.0,
2445,Colorado,39.617518,-104.899871,4.0,9.0,5355866.0,
2446,Indiana,39.622009,-86.111727,6.0,13.0,6596855.0,
2447,Maryland,39.622789,-77.410531,4.0,10.0,5976407.0,
2448,West Virginia,39.624722,-78.227534,9.0,19.0,1850326.0,
2449,West Virginia,39.630482,-79.95372,7.0,22.0,1850326.0,
2450,West Virginia,39.632704,-79.95379,6.0,15.0,1850326.0,
2451,Colorado,39.633002,-106.074352,4.0,5.0,5355866.0,
2452,Colorado,39.633321,-105.317215,4.0,21.0,5355866.0,
2453,New Jersey,39.635664,-74.802211,3.0,12.0,8938175.0,
2454,Indiana,39.640845,-85.14029,6.0,18.0,6596855.0,
2455,Maryland,39.642048,-77.720275,4.0,13.0,5976407.0,
2456,Colorado,39.644032,-106.594119,4.0,17.0,5355866.0,
2457,Indiana,39.644176,-86.864547,6.0,19.0,6596855.0,
2458,Maryland,39.644619,-77.719662,12.0,16.0,5976407.0,
2459,Ohio,39.648855,-81.853276,4.0,5.0,11594163.0,
2460,Ohio,39.650862,-84.109984,6.0,15.0,11594163.0,
2461,Maryland,39.657472,-78.929256,6.0,15.0,5976407.0,
2462,Indiana,39.665338,-86.11524,5.0,19.0,6596855.0,
2463,California,39.681448,-123.483235,12.0,18.0,38802500.0,
2464,Delaware,39.684694,-75.743782,7.0,21.0,935614.0,
2465,Colorado,39.688456,-104.98047,6.0,16.0,5355866.0,
2466,Maryland,39.700163,-77.329015,4.0,9.0,5976407.0,
2467,Delaware,39.702387,-75.561084,6.0,5.0,935614.0,
2468,Indiana,39.702814,-86.400571,4.0,17.0,6596855.0,
2469,Missouri,39.705866,-92.037706,6.0,11.0,6063589.0,
2470,Missouri,39.7083,-91.3591,3.0,10.0,6063589.0,
2471,Colorado,39.711101,-105.081355,4.0,27.0,5355866.0,
2472,Colorado,39.711429,-105.099496,4.0,10.0,5355866.0,
2473,Missouri,39.71197,-92.948253,5.0,3.0,6063589.0,
2474,Colorado,39.717708,-104.958827,5.0,15.0,5355866.0,
2475,Colorado,39.719027,-104.896953,4.0,10.0,5355866.0,
2476,Colorado,39.719549,-104.998287,12.0,24.0,5355866.0,
2477,Missouri,39.72005,-92.4668,6.0,3.0,6063589.0,
2478,California,39.727376,-121.815374,12.0,13.0,38802500.0,
2479,California,39.728974,-121.840525,6.0,22.0,38802500.0,
2480,Colorado,39.734147,-105.021583,3.0,4.0,5355866.0,
2481,Delaware,39.734265,-75.683661,6.0,11.0,935614.0,
2482,Illinois,39.735076,-90.228951,6.0,11.0,12880580.0,
2483,Pennsylvania,39.736548,-76.696268,6.0,16.0,12787209.0,
2484,Colorado,39.74087,-104.956863,6.0,14.0,5355866.0,
2485,Delaware,39.742117,-75.53446,6.0,3.0,935614.0,
2486,Missouri,39.743618,-93.998274,6.0,6.0,6063589.0,
2487,Ohio,39.745291,-84.636456,5.0,11.0,11594163.0,
2488,Delaware,39.749416,-75.557286,5.0,13.0,935614.0,
2489,Delaware,39.752585,-75.5407,5.0,1.0,935614.0,
2490,New Jersey,39.7536,-74.2225,5.0,12.0,8938175.0,
2491,Colorado,39.7554,-105.226,5.0,21.0,5355866.0,
2492,Colorado,39.758043,-104.899743,5.0,10.0,5355866.0,
2493,Colorado,39.75854,-105.01123,5.0,16.0,5355866.0,
2494,Delaware,39.758952,-75.563149,5.0,7.0,935614.0,
2495,Colorado,39.759025,-104.433355,6.0,12.0,5355866.0,
2496,Ohio,39.759235,-84.191314,12.0,5.0,11594163.0,
2497,Indiana,39.76063,-86.525068,5.0,16.0,6596855.0,
2498,Indiana,39.762233,-86.817696,6.0,16.0,6596855.0,
2499,Ohio,39.762593,-84.18103,7.0,24.0,11594163.0,
2500,Indiana,39.764413,-86.378649,5.0,15.0,6596855.0,
2501,Delaware,39.766661,-75.499515,5.0,12.0,935614.0,
2502,Indiana,39.76882,-86.1535,6.0,18.0,6596855.0,
2503,Colorado,39.769904,-105.075247,12.0,20.0,5355866.0,
2504,Delaware,39.773164,-75.518698,6.0,4.0,935614.0,
2505,Missouri,39.775632,-94.797327,7.0,17.0,6063589.0,
2506,Indiana,39.775824,-85.961461,6.0,17.0,6596855.0,
2507,Indiana,39.7776,-86.0782,5.0,16.0,6596855.0,
2508,Indiana,39.781709,-86.138451,7.0,22.0,6596855.0,
2509,Indiana,39.781728,-86.137726,6.0,24.0,6596855.0,
2510,Pennsylvania,39.78444,-75.979518,6.0,10.0,12787209.0,
2511,Missouri,39.784469,-93.073535,6.0,12.0,6063589.0,
2512,Kansas,39.785136,-98.785484,3.0,8.0,2904021.0,
2513,New Jersey,39.7873,-74.1974,5.0,7.0,8938175.0,
2514,Colorado,39.788405,-105.106692,6.0,18.0,5355866.0,
2515,Indiana,39.791667,-85.75624,6.0,15.0,6596855.0,
2516,Missouri,39.793838,-93.553418,6.0,14.0,6063589.0,
2517,Pennsylvania,39.794187,-76.733814,6.0,14.0,12787209.0,
2518,Colorado,39.800138,-105.081455,4.0,12.0,5355866.0,
2519,Illinois,39.800659,-89.650671,6.0,22.0,12880580.0,
2520,Pennsylvania,39.803273,-76.98261,12.0,15.0,12787209.0,
2521,Pennsylvania,39.805114,-76.679051,12.0,25.0,12787209.0,
2522,Ohio,39.806574,-83.89135,3.0,8.0,11594163.0,
2523,Ohio,39.807259,-82.299305,6.0,14.0,11594163.0,
2524,Pennsylvania,39.809987,-75.755475,7.0,19.0,12787209.0,
2525,Indiana,39.816827,-86.324648,3.0,6.0,6596855.0,
2526,Kansas,39.820469,-100.528829,4.0,7.0,2904021.0,
2527,Indiana,39.820815,-86.200018,3.0,7.0,6596855.0,
2528,Delaware,39.821415,-75.616506,5.0,5.0,935614.0,
2529,Delaware,39.822159,-75.547497,5.0,16.0,935614.0,
2530,Kansas,39.823532,-97.631021,5.0,11.0,2904021.0,
2531,Indiana,39.825559,-86.157547,4.0,18.0,6596855.0,
2532,Indiana,39.829938,-84.893388,6.0,18.0,6596855.0,
2533,Illinois,39.834131,-89.637076,6.0,20.0,12880580.0,
2534,New Jersey,39.8367,-75.150047,5.0,11.0,8938175.0,
2535,Kansas,39.8416,-96.6492,6.0,12.0,2904021.0,
2536,Ohio,39.842,-82.8059,5.0,12.0,11594163.0,
2537,Indiana,39.844303,-86.396511,4.0,19.0,6596855.0,
2538,Pennsylvania,39.847131,-75.711296,7.0,19.0,12787209.0,
2539,New Jersey,39.850589,-75.002718,6.0,13.0,8938175.0,
2540,Ohio,39.851214,-82.882373,5.0,10.0,11594163.0,
2541,Colorado,39.8589,-104.904494,12.0,5.0,5355866.0,
2542,Kansas,39.860629,-95.526429,6.0,8.0,2904021.0,
2543,Indiana,39.865956,-85.989646,4.0,18.0,6596855.0,
2544,Indiana,39.868014,-86.486282,2.0,6.0,6596855.0,
2545,Indiana,39.879689,-86.174004,12.0,9.0,6596855.0,
2546,New Jersey,39.882308,-75.058694,6.0,15.0,8938175.0,
2547,Illinois,39.8849,-88.8974,5.0,12.0,12880580.0,
2548,Indiana,39.885357,-86.211863,5.0,18.0,6596855.0,
2549,Ohio,39.885907,-82.753828,4.0,18.0,11594163.0,
2550,Ohio,39.88902,-84.197726,3.0,20.0,11594163.0,
2551,Colorado,39.889155,-104.991182,5.0,11.0,5355866.0,
2552,Indiana,39.894869,-86.275251,6.0,16.0,6596855.0,
2553,Pennsylvania,39.896462,-80.186112,6.0,11.0,12787209.0,
2554,Indiana,39.897043,-86.035248,6.0,17.0,6596855.0,
2555,New Jersey,39.89774,-75.03229,6.0,13.0,8938175.0,
2556,Pennsylvania,39.901885,-75.349001,8.0,19.0,12787209.0,
2557,New Jersey,39.91231,-75.0547,6.0,16.0,8938175.0,
2558,West Virginia,39.9156,-80.7257,6.0,6.0,1850326.0,
2559,Pennsylvania,39.917531,-75.386713,7.0,21.0,12787209.0,
2560,Pennsylvania,39.921384,-75.576689,12.0,22.0,12787209.0,
2561,Ohio,39.922966,-83.810796,4.0,17.0,11594163.0,
2562,Pennsylvania,39.924274,-75.169505,6.0,3.0,12787209.0,
2563,New Jersey,39.9267,-75.0963,5.0,1.0,8938175.0,
2564,Pennsylvania,39.927058,-75.151261,7.0,10.0,12787209.0,
2565,Colorado,39.92847,-105.090062,4.0,17.0,5355866.0,
2566,Indiana,39.928813,-85.846045,5.0,18.0,6596855.0,
2567,Pennsylvania,39.929903,-75.163186,7.0,9.0,12787209.0,
2568,California,39.931718,-122.185434,4.0,10.0,38802500.0,
2569,Pennsylvania,39.931838,-77.995682,5.0,4.0,12787209.0,
2570,Pennsylvania,39.932257,-75.181286,6.0,2.0,12787209.0,
2571,Pennsylvania,39.935721,-75.228303,6.0,2.0,12787209.0,
2572,Ohio,39.936605,-84.025048,4.0,12.0,11594163.0,
2573,California,39.937091,-120.950176,4.0,8.0,38802500.0,
2574,Pennsylvania,39.9373,-75.19204,6.0,2.0,12787209.0,
2575,Pennsylvania,39.938432,-77.660955,6.0,15.0,12787209.0,
2576,Illinois,39.938914,-91.358269,6.0,12.0,12880580.0,
2577,Pennsylvania,39.939208,-75.272543,6.0,14.0,12787209.0,
2578,Ohio,39.940342,-84.192236,4.0,18.0,11594163.0,
2579,Pennsylvania,39.940943,-75.173431,6.0,2.0,12787209.0,
2580,Pennsylvania,39.9414,-77.6577,12.0,14.0,12787209.0,
2581,Pennsylvania,39.942022,-75.145481,8.0,16.0,12787209.0,
2582,New Jersey,39.942729,-75.119469,4.0,3.0,8938175.0,
2583,Pennsylvania,39.943649,-75.165366,6.0,3.0,12787209.0,
2584,Pennsylvania,39.947519,-75.179353,12.0,5.0,12787209.0,
2585,Pennsylvania,39.948293,-75.587797,12.0,27.0,12787209.0,
2586,Pennsylvania,39.94903,-75.18114,6.0,2.0,12787209.0,
2587,Pennsylvania,39.949309,-75.209377,12.0,5.0,12787209.0,
2588,Pennsylvania,39.95004,-75.156381,7.0,6.0,12787209.0,
2589,Pennsylvania,39.950066,-75.170879,12.0,19.0,12787209.0,
2590,Ohio,39.950293,-83.158908,4.0,12.0,11594163.0,
2591,Indiana,39.950362,-86.337791,5.0,22.0,6596855.0,
2592,New Jersey,39.9512,-74.1975,5.0,13.0,8938175.0,
2593,Ohio,39.951974,-82.80462,4.0,14.0,11594163.0,
2594,Ohio,39.952259,-82.977836,3.0,11.0,11594163.0,
2595,New Jersey,39.952473,-75.049076,5.0,12.0,8938175.0,
2596,Pennsylvania,39.953275,-75.194895,9.0,8.0,12787209.0,
2597,New Jersey,39.955443,-75.001726,4.0,11.0,8938175.0,
2598,Ohio,39.957118,-82.942547,6.0,16.0,11594163.0,
2599,Indiana,39.9575,-86.01632,4.0,14.0,6596855.0,
2600,Pennsylvania,39.9593,-76.7363,12.0,9.0,12787209.0,
2601,Pennsylvania,39.960922,-75.607192,7.0,18.0,12787209.0,
2602,Ohio,39.962141,-82.999264,5.0,18.0,11594163.0,
2603,Pennsylvania,39.963514,-76.729545,12.0,25.0,12787209.0,
2604,Pennsylvania,39.964153,-75.160824,7.0,5.0,12787209.0,
2605,Pennsylvania,39.965054,-75.224492,6.0,2.0,12787209.0,
2606,Pennsylvania,39.965584,-75.14232,6.0,2.0,12787209.0,
2607,Ohio,39.966807,-82.952305,4.0,19.0,11594163.0,
2608,Pennsylvania,39.967378,-75.174055,6.0,4.0,12787209.0,
2609,Indiana,39.96943,-86.13041,5.0,23.0,6596855.0,
2610,Ohio,39.971896,-83.00433,6.0,11.0,11594163.0,
2611,Pennsylvania,39.973193,-75.748454,6.0,7.0,12787209.0,
2612,Pennsylvania,39.977981,-75.12097,7.0,9.0,12787209.0,
2613,Indiana,39.978019,-85.618732,5.0,13.0,6596855.0,
2614,Colorado,39.978384,-105.130679,6.0,23.0,5355866.0,
2615,Pennsylvania,39.978617,-75.156709,6.0,2.0,12787209.0,
2616,Ohio,39.980195,-83.043444,4.0,12.0,11594163.0,
2617,Pennsylvania,39.98254,-75.109463,7.0,10.0,12787209.0,
2618,Pennsylvania,39.98365,-75.421282,5.0,19.0,12787209.0,
2619,Pennsylvania,39.985289,-76.191575,6.0,13.0,12787209.0,
2620,Colorado,39.987182,-105.09397,6.0,14.0,5355866.0,
2621,Illinois,39.9878,-90.7731,6.0,6.0,12880580.0,
2622,Pennsylvania,39.987936,-75.310837,7.0,21.0,12787209.0,
2623,Pennsylvania,39.9883,-75.254,6.0,4.0,12787209.0,
2624,Pennsylvania,39.988802,-75.187167,6.0,2.0,12787209.0,
2625,Pennsylvania,39.991748,-75.138654,6.0,2.0,12787209.0,
2626,New Jersey,39.992509,-74.207478,1.0,14.0,8938175.0,
2627,Pennsylvania,39.995956,-76.361803,5.0,14.0,12787209.0,
2628,Pennsylvania,40.004095,-75.172288,6.0,2.0,12787209.0,
2629,Pennsylvania,40.005055,-75.178593,12.0,8.0,12787209.0,
2630,Pennsylvania,40.005534,-76.108184,5.0,18.0,12787209.0,
2631,Pennsylvania,40.007243,-75.705606,8.0,20.0,12787209.0,
2632,Pennsylvania,40.00755,-75.191964,7.0,5.0,12787209.0,
2633,Illinois,40.010984,-89.849367,2.0,6.0,12880580.0,
2634,Ohio,40.013747,-80.742235,5.0,18.0,11594163.0,
2635,Colorado,40.015245,-105.277638,8.0,22.0,5355866.0,
2636,Ohio,40.0157,-83.0639,6.0,12.0,11594163.0,
2637,Pennsylvania,40.016712,-75.14704,6.0,3.0,12787209.0,
2638,Pennsylvania,40.018113,-78.503873,6.0,19.0,12787209.0,
2639,Pennsylvania,40.021098,-75.317081,12.0,17.0,12787209.0,
2640,Pennsylvania,40.021485,-79.075806,7.0,19.0,12787209.0,
2641,Pennsylvania,40.023416,-75.07702,6.0,2.0,12787209.0,
2642,Ohio,40.0248,-81.59,6.0,9.0,11594163.0,
2643,Illinois,40.0261,-88.5718,5.0,11.0,12880580.0,
2644,Ohio,40.028014,-83.161861,4.0,13.0,11594163.0,
2645,Ohio,40.034297,-83.016575,8.0,20.0,11594163.0,
2646,Colorado,40.036383,-107.91922,4.0,9.0,5355866.0,
2647,Pennsylvania,40.037513,-75.221317,5.0,7.0,12787209.0,
2648,Pennsylvania,40.037739,-75.09026,6.0,2.0,12787209.0,
2649,Pennsylvania,40.038375,-76.306476,12.0,26.0,12787209.0,
2650,Pennsylvania,40.039066,-75.144612,6.0,2.0,12787209.0,
2651,Ohio,40.039448,-84.204574,4.0,14.0,11594163.0,
2652,Pennsylvania,40.040212,-75.178662,6.0,2.0,12787209.0,
2653,Indiana,40.040589,-86.901777,7.0,13.0,6596855.0,
2654,Illinois,40.0406,-91.0753,12.0,10.0,12880580.0,
2655,Pennsylvania,40.041494,-76.300673,5.0,10.0,12787209.0,
2656,Indiana,40.044249,-86.128149,3.0,10.0,6596855.0,
2657,West Virginia,40.045078,-80.653381,4.0,4.0,1850326.0,
2658,Indiana,40.045671,-86.469047,6.0,18.0,6596855.0,
2659,Pennsylvania,40.046219,-75.196156,4.0,3.0,12787209.0,
2660,New Jersey,40.0474,-74.8819,6.0,1.0,8938175.0,
2661,Indiana,40.048031,-86.019368,6.0,13.0,6596855.0,
2662,Colorado,40.049174,-105.04742,6.0,13.0,5355866.0,
2663,Ohio,40.049231,-82.91537,3.0,16.0,11594163.0,
2664,Pennsylvania,40.050647,-77.477569,5.0,22.0,12787209.0,
2665,Ohio,40.052463,-82.999711,5.0,9.0,11594163.0,
2666,Ohio,40.052463,-82.999711,6.0,12.0,11594163.0,
2667,Pennsylvania,40.0541,-75.5234,6.0,11.0,12787209.0,
2668,New Jersey,40.0554,-74.7251,12.0,14.0,8938175.0,
2669,Ohio,40.056583,-82.401054,5.0,20.0,11594163.0,
2670,Pennsylvania,40.057,-75.183116,6.0,2.0,12787209.0,
2671,Pennsylvania,40.05722,-76.54646,5.0,14.0,12787209.0,
2672,New Jersey,40.059165,-74.110516,6.0,18.0,8938175.0,
2673,Pennsylvania,40.062409,-75.151649,6.0,2.0,12787209.0,
2674,Illinois,40.064,-89.2038,6.0,9.0,12880580.0,
2675,Pennsylvania,40.06756,-75.196974,12.0,16.0,12787209.0,
2676,Ohio,40.06852,-82.520099,6.0,17.0,11594163.0,
2677,Ohio,40.070918,-80.866729,5.0,12.0,11594163.0,
2678,West Virginia,40.073187,-80.682717,5.0,9.0,1850326.0,
2679,Pennsylvania,40.074193,-75.203058,12.0,13.0,12787209.0,
2680,Pennsylvania,40.079648,-75.641899,4.0,10.0,12787209.0,
2681,Ohio,40.081412,-82.815383,6.0,21.0,11594163.0,
2682,Ohio,40.087885,-83.01812,12.0,19.0,11594163.0,
2683,New Jersey,40.092009,-74.049973,4.0,12.0,8938175.0,
2684,Pennsylvania,40.0953,-75.1268,8.0,11.0,12787209.0,
2685,Colorado,40.098665,-104.941281,4.0,11.0,5355866.0,
2686,Ohio,40.099046,-83.103455,5.0,20.0,11594163.0,
2687,California,40.100546,-123.794243,7.0,20.0,38802500.0,
2688,Pennsylvania,40.100569,-75.153501,7.0,19.0,12787209.0,
2689,Ohio,40.10074,-84.631457,5.0,20.0,11594163.0,
2690,Colorado,40.1011,-105.169,6.0,10.0,5355866.0,
2691,Pennsylvania,40.10146,-75.371996,7.0,19.0,12787209.0,
2692,Ohio,40.106863,-83.750982,6.0,16.0,11594163.0,
2693,Ohio,40.10798,-83.26707,4.0,0.0,11594163.0,
2694,Pennsylvania,40.1094,-76.4986,5.0,17.0,12787209.0,
2695,Illinois,40.1096,-88.2054,7.0,16.0,12880580.0,
2696,Pennsylvania,40.110513,-76.505311,12.0,14.0,12787209.0,
2697,Pennsylvania,40.110975,-77.037849,6.0,0.0,12787209.0,
2698,Indiana,40.111063,-85.669117,6.0,19.0,6596855.0,
2699,Illinois,40.1148,-88.2769,5.0,4.0,12880580.0,
2700,Illinois,40.119058,-88.243298,6.0,15.0,12880580.0,
2701,Nebraska,40.122585,-96.670892,4.0,8.0,1881503.0,
2702,Ohio,40.12747,-82.932171,6.0,15.0,11594163.0,
2703,Illinois,40.13039,-87.62994,6.0,14.0,12880580.0,
2704,Pennsylvania,40.134671,-75.518758,8.0,24.0,12787209.0,
2705,Illinois,40.147611,-89.361607,6.0,9.0,12880580.0,
2706,Ohio,40.149539,-84.238572,5.0,9.0,11594163.0,
2707,Illinois,40.152703,-88.960591,6.0,9.0,12880580.0,
2708,Colorado,40.153482,-105.128656,8.0,17.0,5355866.0,
2709,Ohio,40.153628,-83.017262,6.0,10.0,11594163.0,
2710,Ohio,40.153858,-82.684856,4.0,9.0,11594163.0,
2711,Illinois,40.154182,-89.38516,6.0,15.0,12880580.0,
2712,Ohio,40.156981,-83.074841,6.0,10.0,11594163.0,
2713,Pennsylvania,40.1573,-76.30116,6.0,16.0,12787209.0,
2714,Utah,40.160718,-111.608513,4.0,10.0,2942902.0,
2715,Pennsylvania,40.169,-80.245,6.0,18.0,12787209.0,
2716,Indiana,40.172177,-84.98216,5.0,12.0,6596855.0,
2717,Pennsylvania,40.174166,-74.958742,5.0,15.0,12787209.0,
2718,Indiana,40.175885,-85.493373,5.0,9.0,6596855.0,
2719,Pennsylvania,40.178352,-75.105697,6.0,15.0,12787209.0,
2720,Indiana,40.188394,-85.410675,6.0,14.0,6596855.0,
2721,Pennsylvania,40.1938,-76.1524,12.0,15.0,12787209.0,
2722,Missouri,40.195114,-92.584293,6.0,16.0,6063589.0,
2723,Pennsylvania,40.2017,-77.189241,6.0,21.0,12787209.0,
2724,Pennsylvania,40.204792,-79.930957,5.0,0.0,12787209.0,
2725,New Jersey,40.2163,-74.7414,4.0,0.0,8938175.0,
2726,New Jersey,40.216816,-74.753179,5.0,13.0,8938175.0,
2727,New Jersey,40.218627,-74.763513,6.0,17.0,8938175.0,
2728,New Jersey,40.219339,-74.000779,5.0,10.0,8938175.0,
2729,Indiana,40.2275,-85.3969,12.0,12.0,6596855.0,
2730,Colorado,40.229627,-104.988845,4.0,18.0,5355866.0,
2731,Pennsylvania,40.240436,-74.84034,7.0,17.0,12787209.0,
2732,Pennsylvania,40.241654,-75.281208,7.0,24.0,12787209.0,
2733,New Jersey,40.24289,-74.7515,7.0,26.0,8938175.0,
2734,Pennsylvania,40.245364,-75.312328,3.0,6.0,12787209.0,
2735,Pennsylvania,40.250189,-79.250733,5.0,24.0,12787209.0,
2736,West Virginia,40.251009,-80.637782,4.0,9.0,1850326.0,
2737,Colorado,40.254943,-103.635252,4.0,8.0,5355866.0,
2738,Pennsylvania,40.260326,-75.000168,7.0,24.0,12787209.0,
2739,Pennsylvania,40.262743,-76.686969,6.0,16.0,12787209.0,
2740,Missouri,40.264977,-94.017747,7.0,9.0,6063589.0,
2741,Nebraska,40.265715,-96.74383,6.0,16.0,1881503.0,
2742,New Jersey,40.268253,-74.783289,5.0,13.0,8938175.0,
2743,Ohio,40.273688,-81.866236,6.0,13.0,11594163.0,
2744,Utah,40.275187,-111.681116,3.0,11.0,2942902.0,
2745,Colorado,40.276418,-106.960278,3.0,0.0,5355866.0,
2746,Indiana,40.280691,-86.511368,5.0,13.0,6596855.0,
2747,Ohio,40.2854,-84.1568,5.0,13.0,11594163.0,
2748,Pennsylvania,40.297863,-78.908268,5.0,7.0,12787209.0,
2749,Pennsylvania,40.300452,-76.588469,6.0,16.0,12787209.0,
2750,Utah,40.300647,-109.992967,3.0,7.0,2942902.0,
2751,Colorado,40.305329,-105.082636,4.0,17.0,5355866.0,
2752,New Jersey,40.305612,-74.060765,6.0,3.0,8938175.0,
2753,Missouri,40.308985,-92.088776,4.0,7.0,6063589.0,
2754,Nebraska,40.310193,-97.813151,7.0,9.0,1881503.0,
2755,Illinois,40.310842,-88.158932,5.0,1.0,12880580.0,
2756,New Jersey,40.3126,-74.361,12.0,3.0,8938175.0,
2757,Nebraska,40.312877,-97.814511,5.0,14.0,1881503.0,
2758,Pennsylvania,40.314287,-76.589127,12.0,22.0,12787209.0,
2759,New Jersey,40.315547,-74.630996,5.0,21.0,8938175.0,
2760,Pennsylvania,40.32515,-75.32905,5.0,9.0,12787209.0,
2761,Pennsylvania,40.325608,-78.918271,6.0,15.0,12787209.0,
2762,Colorado,40.330132,-104.854486,5.0,10.0,5355866.0,
2763,Colorado,40.330132,-104.854486,5.0,11.0,5355866.0,
2764,Pennsylvania,40.334997,-75.921063,5.0,13.0,12787209.0,
2765,West Virginia,40.337916,-80.594914,4.0,9.0,1850326.0,
2766,Pennsylvania,40.339773,-78.929,5.0,7.0,12787209.0,
2767,New Jersey,40.34937,-74.796877,7.0,19.0,8938175.0,
2768,New Jersey,40.350714,-74.076339,7.0,14.0,8938175.0,
2769,New Jersey,40.351478,-74.660515,7.0,21.0,8938175.0,
2770,Ohio,40.3573,-80.6169,5.0,7.0,11594163.0,
2771,Ohio,40.359847,-83.761772,6.0,21.0,11594163.0,
2772,Pennsylvania,40.361468,-80.110898,5.0,13.0,12787209.0,
2773,New Jersey,40.362584,-73.973914,4.0,15.0,8938175.0,
2774,Pennsylvania,40.370197,-76.649294,12.0,20.0,12787209.0,
2775,Pennsylvania,40.371737,-75.292772,5.0,18.0,12787209.0,
2776,Pennsylvania,40.3741,-80.0478,5.0,15.0,12787209.0,
2777,Utah,40.376769,-111.795918,5.0,11.0,2942902.0,
2778,Ohio,40.377613,-80.669759,5.0,10.0,11594163.0,
2779,Nebraska,40.38029,-95.839362,6.0,5.0,1881503.0,
2780,Utah,40.38454,-111.909442,3.0,16.0,2942902.0,
2781,Colorado,40.387536,-105.078491,4.0,23.0,5355866.0,
2782,Pennsylvania,40.388588,-75.146537,5.0,10.0,12787209.0,
2783,Iowa,40.393557,-91.381762,7.0,14.0,3107126.0,
2784,Illinois,40.394485,-88.872684,4.0,10.0,12880580.0,
2785,Nebraska,40.396094,-95.836122,7.0,5.0,1881503.0,
2786,Pennsylvania,40.400201,-79.988803,4.0,5.0,12787209.0,
2787,Pennsylvania,40.401493,-79.918172,5.0,9.0,12787209.0,
2788,West Virginia,40.403773,-80.587751,4.0,7.0,1850326.0,
2789,New Jersey,40.404837,-73.994358,6.0,14.0,8938175.0,
2790,West Virginia,40.409188,-80.547093,4.0,7.0,1850326.0,
2791,Illinois,40.41271,-91.13503,6.0,7.0,12880580.0,
2792,New Jersey,40.412777,-74.038861,5.0,17.0,8938175.0,
2793,California,40.417787,-120.660774,4.0,14.0,38802500.0,
2794,Indiana,40.418574,-86.891911,6.0,19.0,6596855.0,
2795,Colorado,40.422715,-104.689927,4.0,13.0,5355866.0,
2796,Colorado,40.423138,-104.688547,6.0,12.0,5355866.0,
2797,Colorado,40.425267,-105.079224,6.0,9.0,5355866.0,
2798,Indiana,40.425781,-86.914312,4.0,12.0,6596855.0,
2799,Ohio,40.426013,-83.296015,6.0,11.0,11594163.0,
2800,California,40.435319,-122.288172,6.0,11.0,38802500.0,
2801,New Jersey,40.436183,-74.205798,5.0,6.0,8938175.0,
2802,Pennsylvania,40.440998,-79.997533,6.0,6.0,12787209.0,
2803,Indiana,40.4445,-86.9136,6.0,13.0,6596855.0,
2804,Pennsylvania,40.453561,-79.980595,12.0,19.0,12787209.0,
2805,Utah,40.455747,-109.524092,3.0,13.0,2942902.0,
2806,Missouri,40.4581,-92.1703,6.0,11.0,6063589.0,
2807,Illinois,40.458906,-90.671003,6.0,11.0,12880580.0,
2808,Pennsylvania,40.459005,-79.944435,6.0,14.0,12787209.0,
2809,Indiana,40.461469,-86.915836,6.0,15.0,6596855.0,
2810,Pennsylvania,40.467448,-79.960747,5.0,19.0,12787209.0,
2811,Indiana,40.474228,-85.49552,5.0,8.0,6596855.0,
2812,Illinois,40.478456,-88.996402,6.0,15.0,12880580.0,
2813,Illinois,40.480008,-88.994151,6.0,19.0,12880580.0,
2814,New Jersey,40.480173,-74.444572,6.0,8.0,8938175.0,
2815,Colorado,40.481537,-104.90383,4.0,18.0,5355866.0,
2816,Pennsylvania,40.485653,-78.01723,6.0,15.0,12787209.0,
2817,New Jersey,40.486216,-74.451819,7.0,21.0,8938175.0,
2818,Missouri,40.4864,-94.41575,6.0,12.0,6063589.0,
2819,Indiana,40.488463,-86.133519,7.0,19.0,6596855.0,
